公車代碼,站點名稱
0100029210,南京建國路口
0100029210,南京龍江路口
0100029210,捷運南京復興站
0100029210,八德敦化路口
0100029210,市民敦化路口
0100029210,忠孝敦化路口
0100029210,仁愛敦化路口
0100029210,仁愛安和路口
0100029210,仁愛國小
0100029210,捷運信義安和站(安和)
0100029210,信義通化街口
0100029210,信義光復路口
0100029210,吳興街口
0100029210,三興國小(臨江街觀光夜市)
0100029210,喬治商職
0100029210,捷運六張犁站(和平)
0100029210,富陽街口
0100029210,黎忠市場
0100029210,捷運麟光站
0100029210,黎忠市場
0100029210,富陽街口
0100029210,捷運六張犁站(和平)
0100029210,主教公署
0100029210,法治公園
0100029210,通化街夜市
0100029210,通化街
0100029210,捷運信義安和站(信義)
0100029210,信義敦化路口
0100029210,仁愛國中
0100029210,安和敦化路口
0100029210,捷運忠孝敦化站
0100029210,市民大道口
0100029210,市立體育場
0100029210,捷運南京復興站
0100029210,南京龍江路口
0100029210,南京建國路口
0100029210,捷運松江南京站
0100029210,南京吉林路口
0100029210,南京林森路口
0100029210,捷運中山站(志仁高中)
0100029210,建成公園
0100029210,民生西路口
0100029210,成淵高中
0100029210,民權大龍街口
0100029210,三重派出所(重新路)
0100029210,捷運台北橋站
0100029210,天台廣場
0100029210,大同路口
0100029210,中山藝術公園
0100029210,捷運菜寮站
0100029210,菜寮(重新路)
0100029210,菜寮(重陽路)
0100029210,三重稅捐分處
0100029210,三民街
0100029210,東海中學
0100029210,三重商工(三民街)
0100029210,博愛新村
0100029210,仙公廟
0100029210,二重站
0100029400,富德
0100029400,象頭埔
0100029400,萬福橋
0100029400,捷運動物園站
0100029400,貓纜動物園站
0100029400,萬壽橋頭(新光)
0100029400,木柵國小
0100029400,華夏六村
0100029400,久康街口
0100029400,文山一分局
0100029400,再興中學
0100029400,中興公寓
0100029400,永建國小
0100029400,溝子口(幸福華興)
0100029400,辛亥路6段21巷口
0100029400,懷恩隧道
0100029400,中國科技大學(辛亥)
0100029400,興隆路口(辛亥)
0100029400,捷運辛亥站
0100029400,辛亥國小
0100029400,青峰活動中心
0100029400,自來水處(辛亥)
0100029400,和平高中
0100029400,敦化和平路口
0100029400,成功國宅
0100029400,大安國中
0100029400,信義敦化路口
0100029400,仁愛國中
0100029400,信義敦化路口
0100029400,大安國中
0100029400,成功國宅
0100029400,鳳雛公園
0100029400,敦化和平路口
0100029400,和平高中
0100029400,自來水處(辛亥)
0100029400,青峰活動中心
0100029400,辛亥國小
0100029400,捷運辛亥站
0100029400,捷運辛亥站一
0100029400,興隆路口(辛亥)
0100029400,中國科技大學(辛亥)
0100029400,懷恩隧道
0100029400,溝子口(幸福華興)
0100029400,永建國小
0100029400,中興公寓
0100029400,再興中學
0100029400,文山一分局
0100029400,久康街口
0100029400,華夏六村
0100029400,木柵國小
0100029400,萬壽橋頭(新光)
0100029400,貓纜動物園站
0100029400,捷運動物園站
0100029400,萬福橋
0100029400,象頭埔
0100029400,富德
0100029500,富德
0100029500,象頭埔
0100029500,萬福橋
0100029500,捷運動物園站
0100029500,貓纜動物園站
0100029500,萬壽橋頭(新光)
0100029500,萬壽橋頭(秀明)
0100029500,萬興國小
0100029500,新光路口
0100029500,指南路口
0100029500,木南公園
0100029500,景文中學
0100029500,司法新村
0100029500,忠順廟
0100029500,國泰新村(木新)
0100029500,力行國小
0100029500,木新市場
0100029500,景美女中
0100029500,木新路口
0100029500,實踐國中
0100029500,中港抽水站
0100029500,溝子口(幸福華興)
0100029500,辛亥路6段21巷口
0100029500,懷恩隧道
0100029500,中國科技大學(辛亥)
0100029500,興隆路口(辛亥)
0100029500,捷運辛亥站
0100029500,辛亥國小
0100029500,青峰活動中心
0100029500,自來水處(辛亥)
0100029500,大安運動中心
0100029500,大安健康服務中心
0100029500,復興南路口
0100029500,國北教大實小
0100029500,龍門國中(和平)
0100029500,大安森林公園
0100029500,溫州街口
0100029500,師大綜合大樓
0100029500,師大
0100029500,捷運古亭站(和平)
0100029500,南昌家具街
0100029500,聯合醫院婦幼院區一
0100029500,南昌路
0100029500,南門
0100029500,一女中(公園)
0100029500,捷運台大醫院站
0100029500,臺北車站(青島)
0100029500,青島林森路口
0100029500,成功中學(林森)
0100029500,開南中學
0100029500,仁愛林森路口
0100029500,捷運中正紀念堂站(羅斯福)
0100029500,南昌家具街
0100029500,捷運古亭站(和平)
0100029500,師大
0100029500,師大綜合大樓
0100029500,溫州街口
0100029500,大安森林公園
0100029500,龍門國中(和平)
0100029500,復興南路口
0100029500,國立臺北教育大學
0100029500,大安健康服務中心
0100029500,臺大國青大樓
0100029500,自來水處(辛亥)
0100029500,青峰活動中心
0100029500,辛亥國小
0100029500,捷運辛亥站
0100029500,捷運辛亥站一
0100029500,興隆路口(辛亥)
0100029500,中國科技大學(辛亥)
0100029500,懷恩隧道
0100029500,溝子口(幸福華興)
0100029500,中港抽水站
0100029500,實踐國中
0100029500,木新區民活動中心
0100029500,木新市場
0100029500,力行國小
0100029500,國泰新村(木新)
0100029500,忠順廟
0100029500,司法新村
0100029500,景文中學
0100029500,木南公園
0100029500,指南路口
0100029500,政大
0100029500,萬興圖書館
0100029500,大誠高中
0100029500,萬壽橋頭(秀明)
0100029500,萬壽橋頭(新光)
0100029500,貓纜動物園站
0100029500,捷運動物園站
0100029500,萬福橋
0100029500,象頭埔
0100029500,富德
0100029510,富德
0100029510,象頭埔
0100029510,萬福橋
0100029510,捷運動物園站
0100029510,貓纜動物園站
0100029510,萬壽橋頭(新光)
0100029510,萬壽橋頭(秀明)
0100029510,萬興國小
0100029510,新光路口
0100029510,指南路口
0100029510,木南公園
0100029510,景文中學
0100029510,司法新村
0100029510,忠順廟
0100029510,國泰新村(木新)
0100029510,力行國小
0100029510,木新市場
0100029510,景美女中
0100029510,木新路口
0100029510,實踐國中
0100029510,中港抽水站
0100029510,溝子口(幸福華興)
0100029510,辛亥路6段21巷口
0100029510,懷恩隧道
0100029510,中國科技大學(辛亥)
0100029510,興隆路口(辛亥)
0100029510,捷運辛亥站
0100029510,辛亥國小
0100029510,青峰活動中心
0100029510,自來水處(辛亥)
0100029510,自來水事業處
0100029510,芳蘭路
0100029510,臺大癌醫
0100029510,大安運動中心
0100029510,大安健康服務中心
0100029510,復興南路口
0100029510,國北教大實小
0100029510,龍門國中(和平)
0100029510,大安森林公園
0100029510,溫州街口
0100029510,師大綜合大樓
0100029510,師大
0100029510,捷運古亭站(和平)
0100029510,南昌家具街
0100029510,聯合醫院婦幼院區一
0100029510,南昌路
0100029510,南門
0100029510,一女中(公園)
0100029510,捷運台大醫院站
0100029510,臺北車站(青島)
0100029510,青島林森路口
0100029510,成功中學(林森)
0100029510,開南中學
0100029510,仁愛林森路口
0100029510,捷運中正紀念堂站(羅斯福)
0100029510,南昌家具街
0100029510,捷運古亭站(和平)
0100029510,師大
0100029510,師大綜合大樓
0100029510,溫州街口
0100029510,大安森林公園
0100029510,龍門國中(和平)
0100029510,復興南路口
0100029510,國立臺北教育大學
0100029510,大安健康服務中心
0100029510,臺大國青大樓
0100029510,基隆長興街口
0100029510,臺大癌醫
0100029510,芳蘭路
0100029510,自來水事業處
0100029510,地震研究中心
0100029510,青峰活動中心
0100029510,辛亥國小
0100029510,捷運辛亥站
0100029510,捷運辛亥站一
0100029510,興隆路口(辛亥)
0100029510,中國科技大學(辛亥)
0100029510,懷恩隧道
0100029510,溝子口(幸福華興)
0100029510,中港抽水站
0100029510,實踐國中
0100029510,木新區民活動中心
0100029510,木新市場
0100029510,力行國小
0100029510,國泰新村(木新)
0100029510,忠順廟
0100029510,司法新村
0100029510,景文中學
0100029510,木南公園
0100029510,指南路口
0100029510,政大
0100029510,萬興圖書館
0100029510,大誠高中
0100029510,萬壽橋頭(秀明)
0100029510,萬壽橋頭(新光)
0100029510,貓纜動物園站
0100029510,捷運動物園站
0100029510,萬福橋
0100029510,象頭埔
0100029510,富德
0100029700,中和保養廠
0100029700,家美工業區
0100029700,捷運中和站(中山路)
0100029700,一江新村
0100029700,廟美里
0100029700,南山高中(中山路)
0100029700,佳和公園
0100029700,保生路口
0100029700,永平高中
0100029700,中山路口
0100029700,捷運頂溪站
0100029700,中正橋頭
0100029700,重慶南路三段(中正橋)
0100029700,廈門街口
0100029700,強恕中學
0100029700,河堤國小
0100029700,水源路口
0100029700,羅斯福浦城街口
0100029700,羅斯福金門街口
0100029700,捷運古亭站(羅斯福)
0100029700,捷運古亭站(杭州)
0100029700,潮州街口
0100029700,愛國東路口
0100029700,金甌女中
0100029700,仁愛杭州路口
0100029700,仁愛路二段
0100029700,臺北商大(濟南)
0100029700,成功中學(濟南)
0100029700,開南中學
0100029700,仁愛林森路口
0100029700,羅斯福潮州街口
0100029700,捷運古亭站(羅斯福)
0100029700,羅斯福金門街口
0100029700,羅斯福浦城街口
0100029700,晉江師大路口
0100029700,水源路口
0100029700,河堤國小
0100029700,強恕中學
0100029700,廈門街口
0100029700,重慶南路三段(中正橋)
0100029700,捷運頂溪站
0100029700,中興街口
0100029700,中山路口
0100029700,永平高中
0100029700,保生路口
0100029700,佳和公園
0100029700,南山高中(中山路)
0100029700,廟美里
0100029700,一江新村
0100029700,捷運中和站(中山路)
0100029700,家美工業區
0100029700,中和保養廠
0100029800,萬芳社區
0100029800,萬芳活動中心
0100029800,萬芳國小
0100029800,萬芳6號公園
0100029800,捷運萬芳社區站
0100029800,木柵高工
0100029800,萬芳路口
0100029800,萬壽橋頭(木柵)
0100029800,文山行政中心
0100029800,木柵
0100029800,文山一分局
0100029800,馬明潭(再興中學)
0100029800,興隆山莊
0100029800,海巡署一
0100029800,海巡署
0100029800,文山運動中心(興隆)
0100029800,臺灣警察專科學校
0100029800,捷運萬芳醫院站
0100029800,中國科技大學(興隆)
0100029800,興隆路口(辛亥)
0100029800,捷運辛亥站
0100029800,辛亥國小
0100029800,青峰活動中心
0100029800,自來水處(辛亥)
0100029800,大安運動中心
0100029800,臺大計資中心
0100029800,龍門國中(辛亥路口)
0100029800,和平建國路口
0100029800,大安國宅
0100029800,信義市場
0100029800,延平中學
0100029800,空軍總部
0100029800,臺北科技大學(建國)
0100029800,中山女高
0100029800,長春國小
0100029800,臺北大學(臺北校區)
0100029800,建國錦州街口
0100029800,行天宮
0100029800,新生公園(林安泰)
0100029800,第二果菜市場
0100029800,榮星花園
0100029800,建國錦州街口
0100029800,臺北大學(臺北校區)
0100029800,長春國小
0100029800,中山女高
0100029800,建國啤酒廠
0100029800,臺北科技大學(建國)
0100029800,空軍總部
0100029800,延平中學
0100029800,信義市場
0100029800,建國南路
0100029800,大安國宅
0100029800,龍門國中(辛亥路口)
0100029800,臺大計資中心
0100029800,臺大國青大樓
0100029800,自來水處(辛亥)
0100029800,青峰活動中心
0100029800,辛亥國小
0100029800,捷運辛亥站
0100029800,捷運辛亥站一
0100029800,興隆路口(辛亥)
0100029800,捷運萬芳醫院站
0100029800,臺灣警察專科學校
0100029800,文山運動中心(興隆)
0100029800,海巡署
0100029800,海巡署一
0100029800,興隆山莊
0100029800,馬明潭(再興中學)
0100029800,文山一分局
0100029800,木柵
0100029800,文山行政中心
0100029800,萬壽橋頭(木柵)
0100029800,萬芳路口
0100029800,木柵高工
0100029800,捷運萬芳社區站
0100029800,萬芳6號公園
0100029800,萬芳國小
0100029800,萬芳活動中心
0100029800,萬芳社區
0100029900,三重客運新莊站
0100029900,大安變電所(大安路)
0100029900,正豐
0100029900,西盛一
0100029900,家麒新天地
0100029900,西盛館
0100029900,東方之星
0100029900,西盛
0100029900,新樹民安路口(新泰醫院)
0100029900,建國二路口
0100029900,建國後港路口
0100029900,建國一路
0100029900,捷運輔大站(建國一路)
0100029900,捷運輔大站
0100029900,盲人重建院
0100029900,海山里
0100029900,新泰中正路口
0100029900,材試所
0100029900,新泰國中南站
0100029900,新莊棒球場(立功里立德里)
0100029900,新莊體育場(立功里)
0100029900,新莊田徑場(中和里)
0100029900,財元廣場
0100029900,中華路
0100029900,正邦社區
0100029900,幸福中華路口
0100029900,幸福新城
0100029900,幸福思源路口
0100029900,幸福東路
0100029900,化成路口
0100029900,頭前里
0100029900,頭前國小
0100029900,善導庵
0100029900,頭前庄
0100029900,新北大道化成路口
0100029900,新北大道中興路口
0100029900,新北大道中華路口
0100029900,臺北車站(忠孝)
0100029900,捷運善導寺站
0100029900,華山文創園區
0100029900,忠孝國小
0100029900,臺北科技大學(忠孝)
0100029900,正義郵局
0100029900,懷生國中
0100029900,頂好市場
0100029900,捷運忠孝敦化站
0100029900,阿波羅大廈
0100029900,交通部觀光署
0100029900,捷運國父紀念館站(忠孝)
0100029900,聯合報
0100029900,松山高中(松隆)
0100029900,松隆路口
0100029900,興雅國小
0100029900,國民住宅
0100029900,永吉松山路口
0100029900,雙永國小
0100029900,永春公寓
0100029900,松山商職(松山)
0100029900,永春高中
0100029900,永春高中
0100029900,松山商職(松山)
0100029900,永春公寓
0100029900,捷運永春站(松山)
0100029900,雙永國小
0100029900,永吉松山路口
0100029900,國民住宅
0100029900,松隆路口
0100029900,松山高中(松隆)
0100029900,聯合報
0100029900,捷運國父紀念館站(忠孝)
0100029900,交通部觀光署
0100029900,阿波羅大廈
0100029900,捷運忠孝敦化站
0100029900,頂好市場
0100029900,捷運忠孝復興站
0100029900,正義郵局
0100029900,臺北科技大學(忠孝)
0100029900,忠孝國小
0100029900,華山文創園區
0100029900,捷運善導寺站
0100029900,臺北車站(忠孝)
0100029900,新北大道中華路口
0100029900,新北大道重光街口
0100029900,化成新北大道路口
0100029900,頭前庄
0100029900,善導庵
0100029900,頭前國小
0100029900,頭前里
0100029900,化成路口
0100029900,幸福東路
0100029900,幸福思源路口
0100029900,幸福新城
0100029900,幸福中華路口
0100029900,正邦社區
0100029900,中華路
0100029900,財元廣場
0100029900,新莊田徑場(中和里)
0100029900,新莊體育場(立功里)
0100029900,新莊棒球場(立功里立德里)
0100029900,新泰國中南站
0100029900,材試所
0100029900,新泰中正路口
0100029900,海山里
0100029900,盲人重建院
0100029900,捷運輔大站(建國一路)
0100029900,建國一路
0100029900,建國後港路口
0100029900,建國二路口
0100029900,新樹民安路口(新泰醫院)
0100029900,西盛
0100029900,東方之星
0100029900,西盛館
0100029900,家麒新天地
0100029900,正豐
0100029900,大安變電所(大安路)
0100029900,三重客運新莊站
0100030000,故宮博物院
0100030000,外雙溪(至善)
0100030000,故宮路口
0100030000,東吳大學
0100030000,東吳大學(錢穆故居)
0100030000,梅林新村
0100030000,雙溪公園
0100030000,泰北中學
0100030000,士林官邸(中正)
0100030000,福林國小
0100030000,捷運士林站(中正)
0100030000,士林國中
0100030000,士林區行政中心(中正)
0100030000,陽明高中
0100030000,葫東重慶路口
0100030000,士林簡易庭
0100030000,啟聰學校
0100030000,酒泉重慶路口
0100030000,民族重慶路口
0100030000,昌吉重慶路口
0100030000,捷運大橋頭站
0100030000,涼州重慶路口
0100030000,民生重慶路口
0100030000,朝陽公園(鈕釦街)
0100030000,圓環(重慶)
0100030000,後車站
0100030000,臺北車站(重慶)
0100030000,重慶南路一段
0100030000,二二八和平公園
0100030000,衡陽路
0100030000,臺北市憲兵隊
0100030000,東吳大學城中校區
0100030000,小南門(和平院區)
0100030000,捷運西門站
0100030000,中華路北站
0100030000,捷運北門站
0100030000,後車站
0100030000,圓環(重慶)
0100030000,民生重慶路口
0100030000,涼州重慶路口
0100030000,捷運大橋頭站
0100030000,昌吉重慶路口
0100030000,民族重慶路口
0100030000,酒泉重慶路口
0100030000,啟聰學校
0100030000,士林簡易庭
0100030000,葫東重慶路口
0100030000,陽明高中
0100030000,士林區行政中心(中正)
0100030000,士林國中
0100030000,捷運士林站(中正)
0100030000,福林國小
0100030000,士林官邸(中正)
0100030000,泰北中學
0100030000,雙溪公園
0100030000,梅林新村
0100030000,東吳大學(錢穆故居)
0100030000,東吳大學
0100030000,外雙溪(至善)
0100030000,故宮博物院
0100030200,關渡自然大樓
0100030200,關渡宮
0100030200,敬老院
0100030200,關渡國中(關渡醫院)
0100030200,關渡里
0100030200,關渡
0100030200,關渡國小(臺北城市科技大學)
0100030200,一德街口
0100030200,和信醫院
0100030200,捷運忠義站
0100030200,中央北路
0100030200,桃源國中
0100030200,行天宮北投分宮忠義站
0100030200,中央北路三段
0100030200,捷運復興崗站
0100030200,製片廠
0100030200,復興崗
0100030200,文化國小
0100030200,大業中央北路口
0100030200,北投國小
0100030200,中央南路
0100030200,中央南大興街口
0100030200,慈后宮
0100030200,捷運奇岩站
0100030200,大業路(農禪寺)
0100030200,承德公館路口
0100030200,立農國小
0100030200,實踐街口
0100030200,承德路七段
0100030200,石牌
0100030200,文林國小
0100030200,中正高中
0100030200,捷運芝山站(戲曲中心)
0100030200,捷運芝山站一
0100030200,士林
0100030200,士林國中
0100030200,士林區行政中心(中正)
0100030200,陽明高中
0100030200,葫東重慶路口
0100030200,士林簡易庭
0100030200,啟聰學校
0100030200,酒泉重慶路口
0100030200,民族重慶路口
0100030200,昌吉重慶路口
0100030200,捷運大橋頭站
0100030200,涼州重慶路口
0100030200,民生重慶路口
0100030200,朝陽公園(鈕釦街)
0100030200,圓環(天水)
0100030200,聯合醫院中興院區(塔城)
0100030200,捷運北門站
0100030200,中華路北站
0100030200,捷運西門站
0100030200,小南門
0100030200,老松國小
0100030200,祖師廟(貴陽)
0100030200,昆明街
0100030200,市立中醫醫院
0100030200,漢口昆明街口
0100030200,中華路北站
0100030200,捷運北門站
0100030200,南京西路口(塔城)
0100030200,延平一站(南京)
0100030200,圓環(鈕釦街)
0100030200,民生重慶路口
0100030200,涼州重慶路口
0100030200,捷運大橋頭站
0100030200,昌吉重慶路口
0100030200,民族重慶路口
0100030200,酒泉重慶路口
0100030200,啟聰學校
0100030200,士林簡易庭
0100030200,葫東重慶路口
0100030200,陽明高中
0100030200,士林區行政中心(中正)
0100030200,士林國中
0100030200,士林
0100030200,捷運芝山站一
0100030200,捷運芝山站(戲曲中心)
0100030200,中正高中
0100030200,文林國小
0100030200,石牌
0100030200,承德路七段
0100030200,實踐街口
0100030200,立賢承德路口
0100030200,立農國小
0100030200,承德公館路口
0100030200,大業路(農禪寺)
0100030200,鳳甲美術館
0100030200,大業路(大興街口)
0100030200,捷運北投站(大興)
0100030200,中央南路
0100030200,北投國小
0100030200,大業中央北路口
0100030200,文化國小
0100030200,復興崗
0100030200,製片廠
0100030200,捷運復興崗站
0100030200,中央北路三段
0100030200,行天宮北投分宮忠義站
0100030200,桃源國中
0100030200,中央北路
0100030200,捷運忠義站
0100030200,和信醫院
0100030200,一德街口
0100030200,關渡國小(臺北城市科技大學)
0100030200,關渡
0100030200,關渡里
0100030200,關渡國中(關渡醫院)
0100030200,敬老院
0100030200,關渡宮
0100030220,關渡自然大樓
0100030220,關渡宮
0100030220,敬老院
0100030220,關渡國中(關渡醫院)
0100030220,關渡里
0100030220,關渡
0100030220,關渡國小(臺北城市科技大學)
0100030220,一德街口
0100030220,和信醫院
0100030220,捷運忠義站
0100030220,中央北路
0100030220,桃源國中
0100030220,行天宮北投分宮忠義站
0100030220,中央北路三段
0100030220,捷運復興崗站
0100030220,製片廠
0100030220,復興崗
0100030220,文化國小
0100030220,大業中央北路口
0100030220,北投國小
0100030220,中央南路
0100030220,中央南大興街口
0100030220,慈后宮
0100030220,捷運奇岩站
0100030220,大業路(農禪寺)
0100030220,承德公館路口
0100030220,立農國小
0100030220,實踐街口
0100030220,承德路七段
0100030220,石牌
0100030220,文林國小
0100030220,中正高中
0100030220,捷運芝山站(戲曲中心)
0100030220,捷運芝山站一
0100030220,士林
0100030220,士林國中
0100030220,士林區行政中心(中正)
0100030220,陽明高中
0100030220,士林監理站
0100030220,兒童新樂園
0100030220,士林高商
0100030220,士林區行政中心(中正)
0100030220,士林國中
0100030220,士林
0100030220,捷運芝山站一
0100030220,捷運芝山站(戲曲中心)
0100030220,中正高中
0100030220,文林國小
0100030220,石牌
0100030220,承德路七段
0100030220,實踐街口
0100030220,立賢承德路口
0100030220,立農國小
0100030220,承德公館路口
0100030220,大業路(農禪寺)
0100030220,鳳甲美術館
0100030220,大業路(大興街口)
0100030220,捷運北投站(大興)
0100030220,中央南路
0100030220,北投國小
0100030220,大業中央北路口
0100030220,文化國小
0100030220,復興崗
0100030220,製片廠
0100030220,捷運復興崗站
0100030220,中央北路三段
0100030220,行天宮北投分宮忠義站
0100030220,桃源國中
0100030220,中央北路
0100030220,捷運忠義站
0100030220,和信醫院
0100030220,一德街口
0100030220,關渡國小(臺北城市科技大學)
0100030220,關渡
0100030220,關渡里
0100030220,關渡國中(關渡醫院)
0100030220,敬老院
0100030220,關渡宮
0100030300,捷運劍潭站(北藝中心)
0100030300,陽明戲院
0100030300,小北街
0100030300,士林區農會
0100030300,捷運士林站(中正)
0100030300,福林國小
0100030300,士林官邸(中正)
0100030300,泰北中學
0100030300,岩山里
0100030300,岩山里一
0100030300,芝蘭新村
0100030300,華興中學
0100030300,嶺頭
0100030300,拔子埔
0100030300,永嶺
0100030300,永福(林語堂故居)
0100030300,陽明教養院
0100030300,福音
0100030300,陽明山國小
0100030300,明德新村
0100030300,白雲山莊
0100030300,新安
0100030300,下竹林
0100030300,格致國中
0100030300,山仔后派出所
0100030300,文化大學
0100030300,磺溪底
0100030300,格致大亨路口
0100030300,福壽橋
0100030300,聯勤陽明山招待所
0100030300,紗帽陽明路口
0100030300,教師中心
0100030300,陽明山
0100030300,中山樓
0100030300,菁山遊憩區
0100030300,菁山遊憩區一
0100030300,絹絲瀑布
0100030300,土地公廟
0100030300,菁山三
0100030300,菁山二
0100030300,菁山一
0100030300,山仔后
0100030300,淨水廠
0100030300,陽明山泉
0100030300,山豬湖
0100030300,乾坑子
0100030300,礦寮一
0100030300,礦寮
0100030300,衛星電台
0100030300,菁山里一
0100030300,菁山里二
0100030300,菁山里三
0100030300,下過溪
0100030300,興農橋
0100030300,鄭厝
0100030300,平菁街28巷
0100030300,陳厝
0100030300,倫仔尾
0100030300,合誠宮
0100030300,圳仔頭
0100030300,平等里
0100030300,平等國小
0100030300,福德祠
0100030300,我家花園
0100030300,平菁街116巷口
0100030300,大坪尾
0100030300,大坪尾
0100030300,平菁街116巷口
0100030300,我家花園
0100030300,福德祠
0100030300,鵝尾山步道口
0100030300,平等國小
0100030300,平等里
0100030300,圳仔頭
0100030300,合誠宮
0100030300,倫仔尾
0100030300,倫仔尾一
0100030300,陳厝
0100030300,平菁街28巷
0100030300,鄭厝
0100030300,興農橋
0100030300,下過溪
0100030300,菁山里三
0100030300,菁山里二
0100030300,菁山里一
0100030300,衛星電台
0100030300,礦寮
0100030300,礦寮一
0100030300,乾坑子
0100030300,山豬湖
0100030300,淨水廠
0100030300,山仔后
0100030300,山仔后派出所
0100030300,格致國中
0100030300,下竹林
0100030300,新安
0100030300,白雲山莊
0100030300,明德新村
0100030300,陽明山國小
0100030300,福音
0100030300,陽明教養院
0100030300,永福(林語堂故居)
0100030300,永嶺
0100030300,拔子埔
0100030300,嶺頭
0100030300,華興中學
0100030300,芝蘭新村
0100030300,岩山里一
0100030300,岩山里
0100030300,泰北中學
0100030300,士林官邸(中正)
0100030300,福林國小
0100030300,捷運士林站(中正)
0100030300,士林國中
0100030300,士林區行政中心(基河)
0100030300,公教住宅
0100030300,士林市場(銘傳會館)
0100030300,捷運劍潭站(北藝中心)
0100030320,捷運劍潭站(北藝中心)
0100030320,陽明戲院
0100030320,小北街
0100030320,士林區農會
0100030320,捷運士林站(中正)
0100030320,福林國小
0100030320,士林官邸(中正)
0100030320,泰北中學
0100030320,岩山里
0100030320,岩山里一
0100030320,芝蘭新村
0100030320,華興中學
0100030320,嶺頭
0100030320,拔子埔
0100030320,永嶺
0100030320,永福(林語堂故居)
0100030320,陽明教養院
0100030320,福音
0100030320,陽明山國小
0100030320,明德新村
0100030320,白雲山莊
0100030320,新安
0100030320,下竹林
0100030320,格致國中
0100030320,山仔后派出所
0100030320,文化大學
0100030320,陽明天主堂
0100030320,文化大學一
0100030320,磺溪底
0100030320,格致大亨路口
0100030320,福壽橋
0100030320,聯勤陽明山招待所
0100030320,紗帽陽明路口
0100030320,教師中心
0100030320,陽明山
0100030320,中山樓
0100030320,菁山遊憩區
0100030320,菁山遊憩區一
0100030320,絹絲瀑布
0100030320,土地公廟
0100030320,菁山三
0100030320,菁山二
0100030320,菁山一
0100030320,山仔后
0100030320,淨水廠
0100030320,陽明山泉
0100030320,山豬湖
0100030320,乾坑子
0100030320,礦寮一
0100030320,礦寮
0100030320,衛星電台
0100030320,菁山里一
0100030320,菁山里二
0100030320,菁山里三
0100030320,下過溪
0100030320,興農橋
0100030320,鄭厝
0100030320,平菁街28巷
0100030320,陳厝
0100030320,倫仔尾
0100030320,合誠宮
0100030320,圳仔頭
0100030320,平等里
0100030320,平等里
0100030320,圳仔頭
0100030320,合誠宮
0100030320,倫仔尾
0100030320,倫仔尾一
0100030320,陳厝
0100030320,平菁街28巷
0100030320,鄭厝
0100030320,興農橋
0100030320,下過溪
0100030320,菁山里三
0100030320,菁山里二
0100030320,菁山里一
0100030320,衛星電台
0100030320,礦寮
0100030320,礦寮一
0100030320,乾坑子
0100030320,山豬湖
0100030320,淨水廠
0100030320,山仔后
0100030320,文化大學
0100030320,陽明天主堂
0100030320,文化大學一
0100030320,山仔后派出所
0100030320,格致國中
0100030320,下竹林
0100030320,新安
0100030320,白雲山莊
0100030320,明德新村
0100030320,陽明山國小
0100030320,福音
0100030320,陽明教養院
0100030320,永福(林語堂故居)
0100030320,永嶺
0100030320,拔子埔
0100030320,嶺頭
0100030320,華興中學
0100030320,芝蘭新村
0100030320,岩山里一
0100030320,岩山里
0100030320,泰北中學
0100030320,士林官邸(中正)
0100030320,福林國小
0100030320,捷運士林站(中正)
0100030320,士林國中
0100030320,士林區行政中心(基河)
0100030320,公教住宅
0100030320,士林市場(銘傳會館)
0100030320,捷運劍潭站(北藝中心)
0100030400,故宮博物院
0100030400,外雙溪(至善)
0100030400,故宮路口
0100030400,中影文化城
0100030400,東吳大學(錢穆故居)
0100030400,梅林新村
0100030400,雙溪公園
0100030400,泰北中學
0100030400,士林官邸(中正)
0100030400,福林國小
0100030400,捷運士林站(中正)
0100030400,小北街
0100030400,捷運劍潭站(北藝中心)
0100030400,圓山皇宮大廈
0100030400,劍潭國小
0100030400,明倫高中
0100030400,庫倫街口
0100030400,民族承德路口
0100030400,大同國小
0100030400,成淵高中
0100030400,民生西路口
0100030400,臺北車站(承德)
0100030400,捷運北門站
0100030400,中華路北站
0100030400,捷運西門站
0100030400,小南門(和平院區)
0100030400,捷運小南門站
0100030400,中正二分局
0100030400,寧波重慶路口
0100030400,重慶南路三段(中正橋)
0100030400,捷運頂溪站
0100030400,中興街口
0100030400,樂華夜市
0100030400,永和路口
0100030400,永安市場(永貞路)
0100030400,823紀念公園
0100030400,得和路一
0100030400,中興新村
0100030400,中興二村
0100030400,智光商職
0100030400,宜安吉立
0100030400,安平路
0100030400,潭墘
0100030400,823紀念公園
0100030400,永安市場
0100030400,自強街口
0100030400,樂華夜市
0100030400,捷運頂溪站
0100030400,中正橋頭
0100030400,重慶南路三段(中正橋)
0100030400,寧波重慶路口
0100030400,中正二分局
0100030400,臺北法院
0100030400,小南門(和平院區)
0100030400,捷運西門站
0100030400,中華路北站
0100030400,捷運北門站
0100030400,臺北車站(承德)
0100030400,建成公園
0100030400,民生西路口
0100030400,成淵高中
0100030400,防癆協會
0100030400,大同國小
0100030400,民族承德路口
0100030400,庫倫街口
0100030400,明倫高中
0100030400,劍潭國小
0100030400,圓山皇宮大廈
0100030400,捷運劍潭站(北藝中心)
0100030400,小北街
0100030400,捷運士林站(中正)
0100030400,福林國小
0100030400,士林官邸(中正)
0100030400,泰北中學
0100030400,雙溪公園
0100030400,梅林新村
0100030400,東吳大學(錢穆故居)
